Country,Year,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Russia,2019,38.325,0.434,10.735,1.565,3.705,0.54,0.048,0.019,440.035,-1.696,-17.096,6798.025,990.76,1286.861,187.55,0.032,0.814,17589.959,2563.601,16.773,11.837,1099.73,1118.16,14.466,-0.737,-62.178,57430.348,2.259,-1.095,-81.086,4891.854,712.95,50243.559,7322.611,63.761,87.486,-2.241,-101.865,4443.127,3515.315,512.33,30486.193,1.483,99.21,46590.93,6790.269,45.819,53.084,492.03,1.961,7.995,512.37,1333.724,194.38,3515.59,17.384,6.121,2.275,18.908,1047.418,2780.319,405.21,7186.785,36.239,12.514,-18.43,-1.676,2.153,9.226,528.623,1433.97,208.99,3627.106,18.691,6.316,2.046,37.876,1888.724,89.679,13.07,12959.345,0.969,64.011,45755.508,6668.512,1.169,22.565,1.435,0.539,0.0,6.716,0.106,3.695,0.0,9.844,0.048,0.0,0.017,7672.173,8370.03,2.405,9.681,518.796,1346.349,196.22,3559.679,17.548,6.198,57.744,0.944,2.597,6.793,0.99,17.816,0.089,0.031,32.742,0.202,0.83,2.127,0.31,5.694,0.028,0.01
Saudi Arabia,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.704,5.211,0.058,32.728,1.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.85,378.55,12.759,-4.33,-134.298,82824.383,1.759,-4.334,-134.423,10559.806,378.33,82808.75,2966.819,99.942,0.0,-0.847,-9.5,1111.5,6239.365,223.54,31023.773,-0.847,-9.5,31023.773,1111.5,59.052,0.0,265.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.141,0.22,0.0,0.058,0.0,0.3,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.315,-124.981,1854.147,4320.44,154.79,51752.254,-3.511,-235.549,180667.484,6472.84,40.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10565.946,2967.379,0.0,0.0,0.0,6.141,0.22,0.0,0.058,0.0,29.625,0.123,0.545,5.861,0.21,15.21,0.055,0.0,18.182,0.002,0.015,0.279,0.01,0.419,0.003,0.0
South Korea,2019,2.415,0.192,157.083,8.138,204.039,10.57,1.801,0.235,499.318,-5.198,-52.383,18441.996,955.366,4757.563,246.46,-9.667,-0.638,115.109,5.963,42.001,27.59,586.8,586.8,18.48,-1.153,-40.375,66842.078,1.718,-2.767,-85.112,7927.213,410.66,57737.457,2991.021,69.983,86.379,-3.062,-17.702,560.338,3011.939,156.03,10816.541,0.0,0.0,0.0,0.0,26.59,16.182,293.0,-16.989,-1.537,7.351,53.857,2.79,141.898,0.475,0.212,10.517,44.737,471.654,3400.135,176.14,9104.625,30.017,13.621,0.0,0.0,9.291,30.127,369.074,2816.587,145.91,7124.452,24.865,10.659,-1.008,-15.027,1475.317,157.71,8.17,28478.916,0.0,0.0,0.0,0.0,1.392,42.606,42.618,13.351,0.0,13.001,4.903,257.713,0.0,822.674,2.275,0.0,1.231,11327.347,3462.676,15.095,14.61,102.581,583.548,30.23,1980.174,5.152,2.962,39.591,10.512,37.412,273.918,14.19,722.188,2.418,1.08,8.693,0.541,7.062,51.734,2.68,136.33,0.457,0.204
Spain,2019,-1.701,-0.434,532.368,25.091,118.18,5.57,2.059,1.584,246.673,-55.989,-75.038,1251.482,58.984,272.854,12.86,-93.33,-9.583,14.531,0.685,4.754,3.724,277.38,270.52,20.207,-2.751,-44.8,33605.449,0.962,-2.393,-28.304,2358.938,111.18,24491.879,1154.336,41.099,72.881,14.215,44.772,359.745,1776.099,83.71,7632.808,0.0,0.0,0.0,0.0,30.944,22.713,66.73,-34.508,-31.566,59.273,523.006,24.65,1257.606,9.112,3.742,-3.102,-16.496,429.535,3380.763,159.34,9113.574,58.901,27.119,6.86,2.473,4.503,5.83,147.41,1238.029,58.35,3127.647,21.57,9.307,0.267,1.962,735.607,309.985,14.61,15607.587,0.0,0.0,0.0,0.0,5.401,46.444,17.995,5.59,0.02,-8.72,-1.719,118.605,0.424,381.798,2.066,0.007,1.136,5739.701,1583.871,-6.372,-22.326,282.125,2142.734,100.99,5985.927,37.332,17.812,18.552,6.108,39.825,320.381,15.1,844.979,5.582,2.514,4.309,5.284,139.941,1180.742,55.65,2969.176,20.571,8.835
Thailand,2019,11.674,2.702,362.515,25.85,176.559,12.59,6.75,1.747,563.08,-10.876,-24.217,2783.047,198.453,502.47,35.83,-5.971,-2.608,575.979,41.072,19.211,13.411,209.17,186.51,13.066,0.093,1.369,20751.527,1.288,-0.539,-7.447,2226.826,158.79,19266.424,1373.846,85.138,92.843,1.839,9.2,509.396,1708.65,121.84,7143.621,3.008,10.446,5016.661,357.727,65.326,34.425,105.02,-16.942,-3.467,16.633,88.49,6.31,233.255,3.383,1.124,10.058,8.816,105.899,388.737,27.72,1485.103,14.862,7.157,22.66,10.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,7.57,665.997,15.707,1.12,9339.758,-0.231,-0.456,2760.815,196.868,0.601,45.008,40.178,12.586,0.0,7.166,2.687,176.508,0.0,563.44,6.748,0.0,2.715,2615.563,1479.745,10.058,8.816,105.899,388.737,27.72,1485.103,14.862,7.157,13.423,1.561,13.565,72.222,5.15,190.228,2.761,0.917,123.644,5.332,9.674,51.467,3.67,135.666,1.968,0.654
Turkey,2019,11.389,0.185,21.674,1.809,40.727,3.4,1.133,0.098,459.691,2.59,12.306,5839.921,487.526,1351.913,112.86,4.847,9.328,2416.972,201.773,37.597,26.365,299.6,300.18,18.405,3.428,61.294,22150.566,0.929,-1.916,-29.257,2020.922,168.71,17940.109,1497.671,56.203,80.992,-8.196,-38.712,433.613,657.39,54.88,5194.114,0.0,0.0,0.0,0.0,18.282,23.449,137.99,48.19,75.553,234.134,1061.79,88.64,2804.619,29.529,12.662,34.907,90.551,351.496,1574.836,131.47,4210.456,43.797,19.008,-0.58,-0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.492,-2.851,576.531,11.619,0.97,6906.075,0.0,0.0,0.0,0.0,0.323,31.178,33.888,11.63,8.23,23.748,6.565,139.312,98.584,405.938,3.874,2.742,1.833,3595.758,1849.167,34.907,90.551,351.496,1574.836,131.47,4210.456,43.797,19.008,18.591,3.746,24.382,114.636,9.57,292.068,3.188,1.319,8.93,4.501,57.282,259.099,21.63,686.157,7.206,3.098
United Arab Emirates,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.094,-7.45,-1.664,2243.722,20.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.44,138.45,11.413,5.959,68.554,132339.578,1.659,5.411,62.087,14632.541,134.79,131293.422,1209.43,97.356,0.0,12.801,76.249,671.891,14632.541,134.79,72939.227,15.691,72.857,58316.441,537.191,97.356,0.0,91.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.323,3.66,0.0,2.644,0.0,-0.01,-0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.361,-12.498,516.871,0.0,0.0,56110.488,2.239,45.821,227127.219,2092.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15029.863,1219.067,0.0,0.0,0.0,397.323,3.66,0.0,2.644,0.0,205.133,6.467,9.637,397.323,3.66,1046.129,2.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom,2019,27.847,4.154,285.584,19.071,560.059,37.4,11.547,0.867,265.213,-28.525,-27.502,1031.959,68.913,103.626,6.92,-6.113,-1.284,295.272,19.718,2.137,3.134,345.06,323.89,17.08,-2.124,-47.733,32930.707,0.838,-3.117,-54.731,2217.924,148.11,25478.295,1701.406,45.728,77.369,-1.236,-9.749,778.738,1976.53,131.99,11661.473,-3.111,-12.618,5883.752,392.909,40.751,35.412,85.9,8.995,1.237,15.639,88.801,5.93,234.191,1.831,0.711,2.562,6.997,497.662,2632.278,175.78,7452.412,54.272,22.631,21.17,6.135,-13.648,-23.07,142.116,841.287,56.18,2128.16,17.345,6.463,-2.006,-17.479,853.756,137.769,9.2,12784.862,1.862,11.017,9024.439,602.64,2.84,38.824,119.836,37.41,0.01,6.919,7.755,560.209,0.15,1794.525,11.55,0.003,5.449,4850.203,2199.069,10.996,30.068,355.546,1790.991,119.6,5324.253,36.926,16.168,-1.976,-0.783,32.734,185.988,12.42,490.181,3.835,1.489,12.173,17.705,168.267,955.994,63.84,2519.772,19.71,7.652
United States,2019,2.78,11.25,1243.93,415.87,172.021,57.51,1.383,1.565,413.223,-14.609,-538.999,9423.495,3150.46,2886.339,964.96,-7.21,-308.397,11872.033,3969.054,23.205,11.853,4197.42,4158.38,17.374,-0.712,-190.492,79500.234,1.434,-1.192,-264.713,7741.722,2588.21,65650.164,21948.141,62.241,82.579,3.533,290.366,8509.999,4743.395,1585.81,25454.676,10.366,871.749,27761.186,9281.11,38.135,32.018,1718.34,-1.398,-13.492,752.485,845.329,282.61,2250.794,6.796,2.831,2.09,74.218,4630.352,4696.613,1570.17,13850.071,37.759,17.421,39.04,0.93,0.288,-1.763,2155.132,2421.066,809.41,6446.32,19.465,8.109,-0.156,-16.079,10287.683,111.989,37.44,30771.992,12.154,946.503,26124.098,8733.8,0.9,38.707,234.433,75.38,17.87,-6.194,-16.005,225.473,53.452,701.224,1.813,0.43,0.882,12438.334,26578.494,3.425,75.98,2475.22,2275.547,760.76,7403.751,18.295,9.313,14.49,35.102,284.616,319.724,106.89,851.328,2.57,1.071,8.514,59.126,787.816,885.021,295.88,2356.476,7.115,2.964
Vietnam,2019,0.0,0.0,0.0,0.0,1.357,0.13,0.057,0.0,539.618,32.115,141.15,6062.683,580.664,1160.825,111.18,9.445,26.071,3154.328,302.111,48.888,48.283,228.67,227.42,20.955,11.019,119.362,12556.66,1.644,17.671,152.068,1616.05,154.78,10572.792,1012.627,68.059,84.201,1.898,1.834,98.43,440.399,42.18,1027.703,1.898,1.834,1027.703,98.43,18.547,8.185,122.72,-20.419,-45.527,174.283,694.741,66.54,1819.676,29.259,14.492,-14.355,-32.706,190.008,758.431,72.64,1983.869,31.941,15.799,1.25,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,9.084,333.533,14.826,1.42,3482.406,-7.799,-11.256,1389.406,133.073,0.624,27.734,1.117,0.35,0.0,-28.279,-0.441,3.654,0.0,11.665,0.154,0.0,0.093,2374.481,1202.636,-14.355,-32.706,190.008,758.431,72.64,1983.869,31.941,15.799,21800.0,12.642,12.7,54.815,5.25,132.601,2.309,1.056,48.665,0.62,1.908,7.517,0.72,19.926,0.317,0.159
Australia,2020,-20.545,-0.311,46.859,1.203,132.84,3.41,1.286,0.076,642.335,-3.769,-18.331,18233.729,468.061,5567.966,142.93,-8.313,-304.43,130801.133,3357.672,53.891,29.528,265.22,265.22,17.937,-5.638,-94.717,61750.023,1.286,-7.681,-117.578,7827.798,200.94,55051.242,1413.168,75.764,89.152,-3.949,-17.397,423.173,2069.337,53.12,16485.102,-0.264,-3.86,56765.125,1457.164,20.029,26.697,170.36,2.854,0.915,37.874,561.744,14.42,1475.4,5.437,2.389,15.351,22.86,171.958,2504.085,64.28,6698.785,24.236,10.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.556,-81.85,521.934,190.494,4.89,20332.41,-0.742,-1.663,8658.755,222.271,1.844,32.927,10.887,3.41,0.0,-1.652,-0.183,132.856,0.0,424.104,1.286,0.0,0.687,10331.884,1585.126,15.351,22.86,171.958,2504.085,64.28,6698.785,24.236,10.848,30.322,14.393,62.623,928.709,23.84,2439.522,8.989,3.951,16.101,8.045,59.372,880.793,22.61,2312.899,8.525,3.746
Bangladesh,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.214,8.909,4.282,312.666,52.347,14.096,2.36,0.0,0.0,0.0,0.0,2.786,11.447,91.37,84.7,18.595,-5.217,-25.171,2731.388,0.606,-5.229,-25.061,498.265,83.42,2713.045,454.221,98.489,99.328,-3.294,-10.191,299.153,423.364,70.88,1786.832,-6.144,-15.535,1417.439,237.309,83.684,65.418,57.36,-14.873,-0.329,1.84,5.256,0.88,10.991,1.039,0.402,-3.101,-0.11,3.071,7.645,1.28,18.344,1.511,0.672,6.67,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.715,-19.152,102.721,60.805,10.18,613.547,0.0,0.0,0.0,0.0,12.019,22.463,0.012,0.0,0.0,3.541,0.0,0.0,0.0,0.074,0.0,0.0,0.003,505.91,457.292,-3.101,-0.11,3.071,7.645,1.28,18.344,1.511,0.672,22.693,0.219,1.205,2.329,0.39,7.199,0.46,0.264,0.274,0.0,0.013,0.06,0.01,0.08,0.012,0.003
Brazil,2020,-6.896,-18.24,1155.008,246.243,275.521,58.74,9.342,7.254,133.358,-9.124,-16.38,765.177,163.133,83.257,17.75,11.035,2.775,130.954,27.919,2.823,4.806,653.48,628.76,25.258,-3.923,-138.582,15921.327,1.15,-7.197,-132.319,430.542,91.79,8002.587,1706.122,14.599,50.263,-12.061,-43.096,314.237,278.992,59.48,1473.932,-5.866,-15.102,1136.809,242.363,9.46,9.258,83.85,-0.376,-7.781,1041.012,1859.226,396.38,4882.878,63.042,30.669,-1.612,-6.264,1688.246,2518.665,536.97,7918.739,85.401,49.737,24.72,3.783,-12.873,-5.382,35.415,65.902,14.05,166.115,2.235,1.043,-5.596,-72.842,1228.752,68.294,14.56,5763.479,5.387,94.735,8692.372,1853.182,2.316,36.2,187.516,58.742,0.0,6.957,12.197,275.529,0.0,879.546,9.342,0.0,5.524,2949.207,3394.368,-1.379,-0.882,1652.831,2452.763,522.92,7752.625,83.167,48.693,61.518,10.687,28.228,50.423,10.75,132.405,1.71,0.832,1.902,2.255,149.832,267.594,57.05,702.787,9.073,4.414
Canada,2020,-7.288,-1.804,605.735,22.951,252.054,9.55,1.462,0.601,160.647,-13.583,-22.976,3858.091,146.178,1063.641,40.3,-4.59,-15.357,8426.001,319.25,6.168,3.825,595.72,653.36,22.093,-6.052,-246.167,100866.023,2.356,-9.485,-251.566,3159.517,119.71,63361.395,2400.681,18.322,62.817,-2.835,-33.637,1152.905,2015.64,76.37,30428.73,-2.366,-40.14,43710.391,1656.13,11.689,30.167,104.96,1.251,8.842,1015.178,10202.248,386.55,26793.693,59.163,26.564,0.502,5.399,1421.002,14084.673,533.65,37504.629,81.678,37.183,-57.64,-9.676,-2.967,-8.447,245.749,2573.59,97.51,6486.074,14.924,6.43,-15.036,-194.952,1101.598,80.235,3.04,29074.574,-4.342,-133.041,77358.781,2931.024,0.465,28.825,31.955,10.01,0.0,-2.882,-0.948,264.2,0.0,843.379,1.532,0.0,0.836,17244.189,3821.683,1.27,13.846,1175.253,11511.083,436.14,31018.557,66.753,30.752,4.917,0.487,11.242,112.962,4.28,296.7,0.655,0.294,8.787,7.269,93.928,943.817,35.76,2479.047,5.473,2.458
China,2020,-23.742,-8.56,19.295,27.493,95.184,135.63,1.744,0.066,606.258,2.095,480.316,16423.652,23402.553,3454.177,4921.96,0.95,210.496,15695.465,22364.936,63.272,56.4,7762.03,7779.07,20.851,3.248,1305.168,29119.828,1.718,2.451,830.875,3668.904,5227.93,24372.002,34728.391,67.205,83.696,9.158,282.404,3366.173,177.202,252.5,2362.343,9.77,172.678,1361.535,1940.092,3.246,8.112,4716.12,3.864,116.815,3471.19,927.561,1321.71,2436.043,16.991,8.366,7.473,474.291,6765.32,1790.362,2551.14,4747.827,32.795,16.304,-17.04,-0.22,5.019,40.863,922.889,256.995,366.2,647.673,4.708,2.224,0.864,68.156,7959.667,37.525,53.47,5586.006,1.639,36.53,1589.667,2265.164,0.687,19.183,432.86,135.626,0.0,20.315,73.101,95.181,0.0,303.776,1.743,0.0,1.043,5459.265,41493.711,7.891,433.428,5842.432,1533.367,2184.94,4100.154,28.087,14.08,16.562,95.266,685.724,183.237,261.1,481.234,3.356,1.653,15.1,156.804,1225.164,327.385,466.5,859.807,5.997,2.953
Egypt,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.465,-61.931,-14.208,81.267,8.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883,197.18,198.6,20.926,-5.902,-62.037,9203.625,0.756,-7.267,-72.449,1619.316,174.02,8602.723,924.493,87.623,93.471,-1.238,-7.308,583.079,1553.806,166.98,5425.753,-9.969,-64.736,5440.386,584.652,84.079,58.952,112.5,5.852,2.028,39.141,138.65,14.9,364.22,7.503,3.957,19.662,10.412,64.576,228.725,24.58,600.903,12.377,6.529,-1.42,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.277,-50.934,332.68,65.51,7.04,3095.703,-2.344,-8.672,3362.038,361.302,3.545,33.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848.041,989.069,19.662,10.412,64.576,228.725,24.58,600.903,12.377,6.529,199.027,7.769,11.694,41.409,4.45,108.813,2.241,1.182,5.074,0.615,13.742,48.667,5.23,127.871,2.633,1.389
France,2020,-9.893,-3.382,477.665,30.8,135.856,8.76,1.662,1.262,59.083,-29.514,-23.441,868.212,55.982,47.922,3.09,0.0,0.0,0.0,0.0,0.586,2.293,482.18,527.22,31.016,-10.566,-288.396,37859.246,1.001,-14.278,-198.242,750.154,48.37,18458.41,1190.199,9.175,48.755,-7.052,-30.792,405.828,546.681,35.25,6293.859,0.0,0.0,0.0,0.0,6.686,16.624,31.15,10.131,14.365,162.052,970.688,62.59,2513.212,11.872,6.638,-6.7,-90.155,1250.967,7426.328,478.85,19400.836,90.825,51.245,-45.04,-9.341,-11.323,-117.566,891.721,5487.433,353.83,13829.414,67.112,36.528,-16.507,-144.009,728.389,155.552,10.03,11296.34,0.0,0.0,0.0,0.0,1.902,29.838,28.128,9.37,0.61,0.393,0.112,145.316,9.46,436.231,1.777,0.116,1.152,8176.482,2441.166,5.998,27.411,359.246,1938.894,125.02,5571.422,23.713,14.716,9.172,2.693,33.396,204.714,13.2,517.934,2.504,1.368,15.355,13.624,104.869,618.176,39.86,1626.381,7.56,4.296
Germany,2020,22.111,7.111,471.277,39.271,611.192,50.93,8.986,1.14,355.659,-17.518,-109.351,6178.721,514.867,1615.284,134.6,-17.724,-58.583,3263.505,271.945,23.749,14.95,547.72,566.75,19.481,-6.792,-250.958,41328.738,0.92,-9.08,-255.066,3010.717,250.88,30651.35,2554.146,44.266,74.165,-2.437,-21.755,871.075,1140.059,95.0,10453.444,-14.976,-7.983,543.919,45.324,16.762,25.293,201.57,-7.141,-3.891,48.119,224.652,18.72,577.457,3.303,1.397,1.818,4.108,889.736,3790.637,315.87,10677.387,55.734,25.835,-19.03,-3.474,-14.238,-27.635,162.255,772.6,64.38,1947.161,11.36,4.711,-9.593,-123.959,1168.205,255.373,21.28,14019.186,0.0,0.0,0.0,0.0,3.755,33.921,163.162,51.16,0.23,1.665,2.649,613.952,2.76,1958.048,9.027,0.041,4.738,6801.354,3443.882,6.228,31.743,727.481,3018.037,251.49,8730.226,44.374,21.124,9.454,10.789,129.991,594.031,49.5,1559.971,8.734,3.775,4.931,15.085,346.938,1585.403,132.11,4163.474,23.31,10.074
India,2020,-6.26,-0.813,8.724,12.182,23.532,32.86,2.077,0.138,702.429,-5.499,-274.351,3376.336,4714.672,819.1,1143.78,-0.051,-1.797,2504.378,3497.081,72.302,53.404,1581.83,1581.94,19.225,-5.248,-488.977,6322.297,0.987,-6.178,-517.341,874.872,1221.66,5626.037,7856.125,77.225,88.987,1.874,11.103,603.601,53.56,74.79,432.259,-11.689,-31.449,170.158,237.606,4.728,6.837,1111.2,1.01,2.731,429.933,117.231,163.7,307.89,10.348,4.87,3.085,28.367,972.249,258.009,360.28,696.26,22.775,11.013,-0.11,-0.007,-1.217,-1.805,112.433,31.947,44.61,80.517,2.82,1.274,-9.101,-254.094,2537.853,2.213,3.09,1817.442,-6.239,-27.199,292.739,408.778,0.195,28.747,104.881,32.855,0.0,4.264,4.29,23.529,0.0,75.109,2.077,0.0,1.188,1132.881,8828.374,3.7,30.172,859.816,226.062,315.67,615.743,19.955,9.739,26.835,32.159,154.12,42.023,58.68,110.37,3.709,1.746,-4.56,-8.195,158.7,43.276,60.43,113.65,3.82,1.798
Indonesia,2020,31.332,18.324,282.523,76.806,45.428,12.35,4.232,3.55,685.046,-4.475,-35.851,2815.366,765.38,665.311,180.87,-8.275,-295.135,12033.832,3271.493,61.98,35.373,293.37,291.82,14.082,-5.909,-135.876,7959.13,0.675,-7.897,-166.564,878.878,238.93,7145.88,1942.665,81.876,89.782,-6.351,-28.879,425.805,188.628,51.28,1566.278,-4.27,-28.86,2379.824,646.974,17.572,19.679,199.91,14.952,8.105,63.884,89.495,24.33,234.992,8.337,2.952,21.76,30.687,221.088,194.55,52.89,813.249,18.124,10.218,1.55,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.934,-101.833,751.479,24.939,6.78,2764.236,-4.693,-20.806,1554.399,422.576,2.323,34.73,78.701,27.92,15.57,6.274,4.15,102.701,57.273,289.493,9.568,5.335,3.637,1073.428,2163.753,21.76,30.687,221.088,194.55,52.89,813.249,18.124,10.218,44.547,0.137,0.449,0.625,0.17,1.652,0.058,0.021,-1.86,-0.028,1.247,1.729,0.47,4.589,0.161,0.058
Iran,2020,0.0,0.0,0.0,0.0,0.229,0.02,0.006,0.0,632.77,13.127,2.485,245.368,21.418,8.592,0.75,0.0,0.0,0.0,0.0,0.222,0.632,330.4,337.2,10.103,3.799,123.983,38812.543,2.343,4.795,151.291,3504.861,305.94,37879.355,3306.496,90.73,97.596,8.415,183.778,2367.673,3072.854,268.23,27124.162,3.268,74.615,27010.539,2357.755,79.546,69.885,213.37,-31.478,-28.324,60.943,265.78,23.2,698.166,6.88,1.799,-24.691,-27.307,81.458,358.116,31.26,933.191,9.27,2.404,-6.8,-2.058,-1.253,-0.262,15.953,72.517,6.33,182.764,1.877,0.471,-3.672,-34.973,917.405,423.415,36.96,10509.824,-8.671,-163.055,19675.35,1717.465,10.961,27.078,0.071,0.022,0.0,109.077,0.037,0.256,0.0,0.817,0.007,0.0,0.002,3862.977,3387.954,-28.97,-27.045,65.505,285.599,24.93,750.428,7.393,1.933,14.378,0.188,1.533,6.645,0.58,17.567,0.172,0.045,55.956,1.054,2.957,12.945,1.13,33.878,0.335,0.087
Italy,2020,41.324,3.868,222.302,13.227,329.745,19.62,7.088,0.801,334.273,-23.579,-18.282,995.836,59.253,224.872,13.38,0.0,0.0,0.0,0.0,4.834,3.587,309.01,276.81,19.076,-9.211,-167.593,27763.803,0.858,-11.609,-173.496,2687.537,159.91,22201.4,1320.996,57.769,79.965,-4.472,-31.655,676.252,2247.037,133.7,11365.463,-15.346,-7.092,657.488,39.121,48.3,40.936,92.53,2.755,2.906,125.1,799.152,47.55,2102.504,17.178,7.573,3.976,5.903,330.966,1964.687,116.9,5562.403,42.231,20.035,32.2,10.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.426,-123.56,585.492,215.628,12.83,9840.101,26.065,12.97,1054.27,62.73,4.635,35.442,77.862,25.65,6.03,0.087,0.048,431.088,101.344,1308.591,9.266,2.178,4.713,4652.224,1651.962,3.976,5.903,330.966,1964.687,116.9,5562.403,42.231,20.035,5.288,3.06,65.504,419.156,24.94,1100.89,9.01,3.965,-7.13,-3.979,49.273,315.291,18.76,828.116,6.777,2.983
Japan,2020,7.684,0.367,41.102,5.148,277.856,34.8,3.491,0.107,525.718,-6.74,-91.842,10146.147,1270.752,2641.068,330.78,1.802,0.088,39.772,4.981,33.179,26.335,996.96,996.96,22.49,-7.305,-380.288,38526.551,1.043,-8.048,-366.667,6058.457,758.79,33450.93,4189.554,76.11,86.826,-3.696,-39.958,1041.275,3133.864,392.5,8313.921,0.0,0.0,0.0,0.0,39.37,21.58,524.12,5.97,10.874,205.723,618.07,77.41,1642.567,7.765,4.263,-2.285,-13.621,635.695,1901.636,238.17,5075.623,23.89,13.174,0.0,0.0,-34.488,-57.658,108.366,343.328,43.0,865.237,4.313,2.246,-11.119,-234.868,1877.527,283.525,35.51,14990.86,0.0,0.0,0.0,0.0,3.562,38.91,94.994,30.373,0.0,10.059,8.726,242.509,0.0,758.466,3.047,0.0,1.969,7960.094,4825.249,9.382,44.037,527.329,1558.309,195.17,4210.387,19.577,10.929,12.593,21.648,199.39,599.945,75.14,1592.002,7.537,4.132,12.743,2.423,22.074,62.438,7.82,176.25,0.784,0.457
